359,34,0403,E16,OTROS TRASTORNOS DE LA SECRECION INTERNA DEL PANCREAS
360,35,0404,E20,HIPOPARATIROIDISMO
361,35,0404,E21,HIPERPARATIROIDISMO Y OTROS TRASTORNOS DE LA GLANDULA PARATIROIDES
362,35,0404,E22,HIPERFUNCION DE LA GLANDULA HIPOFISIS
363,35,0404,E23,HIPOFUNCION Y OTROS TRASTORNOS DE LA GLANDULA HIPOFISIS
364,35,0404,E24,SINDROME DE CUSHING
365,35,0404,E25,TRASTORNOS ADRENOGENITALES
366,35,0404,E26,HIPERALDOSTERONISMO
367,35,0404,E27,OTROS TRASTORNOS DE LA GLANDULA SUPRARRENAL
368,35,0404,E28,DISFUNCION OVARICA
369,35,0404,E29,DISFUNCION TESTICULAR
370,35,0404,E30,"TRASTORNOS DE LA PUBERTAD, NO CLASIFICADOS EN OTRA PARTE"
371,35,0404,E31,DISFUNCION POLIGLANDULAR
372,35,0404,E32,ENFERMEDADES DEL TIMO
373,35,0404,E34,OTROS TRASTORNOS ENDOCRINOS
374,35,0404,E35,TRASTORNOS ENDOCRINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
375,36,0405,E40,KWASHIORKOR
376,36,0405,E41,MARASMO NUTRICIONAL
377,36,0405,E42,KWASHIORKOR MARASMATICO
378,36,0405,E43,"DESNUTRICION PROTEICOCALORICA SEVERA, NO ESPECIFICADA"
379,36,0405,E44,DESNUTRICION PROTEICOCALORICA DE GRADO MODERADO Y LEVE
380,36,0405,E45,RETARDO DEL DESARROLLO DEBIDO A DESNUTRICION PROTEICOCALORICA
381,36,0405,E46,"DESNUTRICION PROTEICOCALORICA, NO ESPECIFICADA"
382,37,0406,E50,DEFICIENCIA DE VITAMINA A
383,37,0406,E51,DEFICIENCIA DE TIAMINA
384,37,0406,E52,DEFICIENCIA DE NIACINA [PELAGRA]
385,37,0406,E53,DEFICIENCIAS DE OTRAS VITAMINAS DEL GRUPO B
386,37,0406,E54,DEFICIENCIA DE ACIDO ASCORBICO
387,37,0406,E55,DEFICIENCIA DE VITAMINA D
388,37,0406,E56,OTRAS DEFICIENCIAS DE VITAMINAS
389,37,0406,E58,DEFICIENCIA DIETETICA DE CALCIO
390,37,0406,E59,DEFICIENCIA DIETETICA DE SELENIO
391,37,0406,E60,DEFICIENCIA DIETETICA DE ZINC
392,37,0406,E61,DEFICIENCIAS DE OTROS ELEMENTOS NUTRICIONALES
393,37,0406,E63,OTRAS DEFICIENCIAS NUTRICIONALES
394,37,0406,E64,SECUELAS DE LA DESNUTRICION Y DE OTRAS DEFICIENCIAS NUTRICIONALES
395,38,0407,E65,ADIPOSIDAD LOCALIZADA
396,38,0407,E66,OBESIDAD
397,38,0407,E67,OTROS TIPOS DE HIPERALIMENTACION
398,38,0407,E68,SECUELAS DE HIPERALIMENTACION
399,39,0408,E70,TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS AROMATICOS
400,39,0408,E71,TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS DE CADENA RAMIFICADA Y D
401,39,0408,E72,OTROS TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS
402,39,0408,E73,INTOLERANCIA A LA LACTOSA
403,39,0408,E74,OTROS TRASTORNOS DEL METABOLISMO DE LOS CARBOHIDRATOS
404,39,0408,E75,TRASTORNOS DEL METABOLISMO DE LOS ESFINGOLIPIDOS Y OTROS TRASTORNOS PO
405,39,0408,E76,TRASTORNOS DEL METABOLISMO DE LOS GLUCOSAMINOGLICANOS
406,39,0408,E77,TRASTORNOS DEL METABOLISMO DE LAS GLUCOPROTEINAS
407,39,0408,E78,TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS
408,39,0408,E79,TRASTORNOS DEL METABOLISMO DE LAS PURINAS Y DE LAS PIRIMIDINAS
409,39,0408,E80,TRASTORNOS DEL METABOLISMO DE LAS PORFIRINAS Y DE LA BILIRRUBINA
410,39,0408,E83,TRASTORNOS DEL METABOLISMO DE LOS MINERALES
411,39,0408,E84,FIBROSIS QUISTICA
412,39,0408,E85,AMILOIDOSIS
413,39,0408,E86,DEPLECION DEL VOLUMEN
414,39,0408,E87,"OTROS TRASTORNOS DE LOS LIQUIDOS, DE LOS ELECTROLITOS Y DEL EQUILIBRIO"
415,39,0408,E88,OTROS TRASTORNOS METABOLICOS
416,39,0408,E89,"TRASTORNOS ENDOCRINOS Y METABOLICOS CONSECUTIVOS A PROCEDIMIENTOS, NO"
417,39,0408,E90,TRASTORNOS NUTRICIONALES Y METABOLICOS EN ENFERMEDADES CLASIFICADAS EN
418,40,0501,F00,DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER (G30.-+)
419,40,0501,F01,DEMENCIA VASCULAR
420,40,0501,F02,DEMENCIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
421,40,0501,F03,"DEMENCIA, NO ESPECIFICADA"
422,40,0501,F04,"SINDROME AMNESICO ORGANICO, NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTAN"
423,40,0501,F05,"DELIRIO, NO INDUCIDO POR ALCOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS"
424,40,0501,F06,"OTROS TRASTORNOS MENTALES DEBIDOS A LESION Y DISFUNCION CEREBRAL, Y A"
425,40,0501,F07,TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDA
426,40,0501,F09,"TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO"
427,41,0502,F10,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL
428,41,0502,F11,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS
429,41,0502,F12,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOID
430,41,0502,F13,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O
431,41,0502,F14,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA
432,41,0502,F15,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIM
433,41,0502,F16,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENO
434,41,0502,F17,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO
435,41,0502,F18,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES
436,41,0502,F19,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES D
437,42,0503,F20,ESQUIZOFRENIA
438,42,0503,F21,TRASTORNO ESQUIZOTIPICO
439,42,0503,F22,TRASTORNOS DELIRANTES PERSISTENTES
440,42,0503,F23,TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS
441,42,0503,F24,TRASTORNO DELIRANTE INDUCIDO
442,42,0503,F25,TRASTORNOS ESQUIZOAFECTIVOS
443,42,0503,F28,OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO
444,42,0503,F29,"PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA"
445,43,0504,F30,EPISODIO MANIACO
446,43,0504,F31,TRASTORNO AFECTIVO BIPOLAR
447,43,0504,F32,EPISODIO DEPRESIVO
448,43,0504,F33,TRASTORNO DEPRESIVO RECURRENTE
449,43,0504,F34,TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES
450,43,0504,F38,OTROS TRASTORNOS DEL HUMOR [AFECTIVOS]
451,43,0504,F39,"TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO"
452,44,0505,F40,TRASTORNOS FOBICOS DE ANSIEDAD
453,44,0505,F41,OTROS TRASTORNOS DE ANSIEDAD
454,44,0505,F42,TRASTORNO OBSESIVO-COMPULSIVO
455,44,0505,F43,REACCION AL ESTRES GRAVE Y TRASTORNOS DE ADAPTACION
456,44,0505,F44,TRASTORNOS DISOCIATIVOS [DE CONVERSION]
457,44,0505,F45,TRASTORNOS SOMATOMORFOS
458,44,0505,F48,OTROS TRASTORNOS NEUROTICOS
459,45,0506,F50,TRASTORNOS DE LA INGESTION DE ALIMENTOS
460,45,0506,F51,TRASTORNOS NO ORGANICOS DEL SUE?O
461,45,0506,F52,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS
462,45,0506,F53,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, N"
463,45,0506,F54,FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O
464,45,0506,F55,ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA
465,45,0506,F59,SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y
466,46,0507,F60,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD
467,46,0507,F61,TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD
468,46,0507,F62,"CAMBIOS PERDURABLES DE LA PERSONALIDAD, NO ATRIBUIBLES A LESION O A EN"
469,46,0507,F63,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS
470,46,0507,F64,TRASTORNOS DE LA IDENTIDAD DE GENERO
471,46,0507,F65,TRASTORNOS DE LA PREFERENCIA SEXUAL
472,46,0507,F66,TRASTORNOS PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON EL DESARROL
473,46,0507,F68,OTROS TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS
474,46,0507,F69,"TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPEC"
475,47,0508,F70,RETRASO MENTAL LEVE
476,47,0508,F71,RETRASO MENTAL MODERADO
477,47,0508,F72,RETRASO MENTAL GRAVE
478,47,0508,F73,RETRASO MENTAL PROFUNDO
479,47,0508,F78,OTROS TIPOS DE RETRASO MENTAL
480,47,0508,F79,"RETRASO MENTAL, NO ESPECIFICADO"
481,48,0509,F80,TRASTORNOS ESPECIFICOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE
482,48,0509,F81,TRASTORNOS ESPECIFICOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES
483,48,0509,F82,TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ
484,48,0509,F83,TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO
485,48,0509,F84,TRASTORNOS GENERALIZADOS DEL DESARROLLO
486,48,0509,F88,OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO
487,48,0509,F89,"TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO"
488,49,0510,F90,TRASTORNOS HIPERCINETICOS
489,49,0510,F91,TRASTORNOS DE LA CONDUCTA
490,49,0510,F92,TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES
491,49,0510,F93,TRASTORNOS EMOCIONALES DE COMIENZO ESPECIFICO EN LA NI?EZ
492,49,0510,F94,TRASTORNOS DEL COMPORTAMIENTO SOCIAL DE COMIENZO ESPECIFICO EN LA NI?E
493,49,0510,F95,TRASTORNOS POR TICS
494,49,0510,F98,OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUA
495,50,0511,F99,"TRASTORNO MENTAL, NO ESPECIFICADO"
496,51,0601,G00,"MENINGITIS BACTERIANA, NO CLASIFICADA EN OTRA PARTE"
497,51,0601,G01,MENINGITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
498,51,0601,G02,MENINGITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICAD
499,51,0601,G03,MENINGITIS DEBIDA A OTRAS CAUSAS Y A LAS NO ESPECIFICADAS
500,51,0601,G04,"ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS"
501,51,0601,G05,"ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES CLASIFICADAS"
502,51,0601,G06,ABSCESO Y GRANULOMA INTRACRANEAL E INTRARRAQUIDEO
503,51,0601,G07,ABSCESO Y GRANULOMA INTRACRANEAL E INTRARRAQUIDEO EN ENFERMEDADES CLAS
504,51,0601,G08,FLEBITIS Y TROMBOFLEBITIS INTRACRANEAL E INTRARRAQUIDEA
505,51,0601,G09,SECUELAS DE ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL
506,52,0602,G10,ENFERMEDAD DE HUNTINGTON
507,52,0602,G11,ATAXIA HEREDITARIA
508,52,0602,G12,ATROFIA MUSCULAR ESPINAL Y SINDROMES AFINES
509,52,0602,G13,ATROFIAS SISTEMICAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO CENT
510,52,0602,G14,SINDROME POSTPOLIO
511,53,0603,G20,ENFERMEDAD DE PARKINSON
512,53,0603,G21,PARKINSONISMO SECUNDARIO
513,53,0603,G22,PARKINSONISMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
514,53,0603,G23,OTRAS ENFERMEDADES DEGENERATIVAS DE LOS NUCLEOS DE LA BASE
515,53,0603,G24,DISTONIA
516,53,0603,G25,OTROS TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO
517,53,0603,G26,TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO EN ENFERMEDADES CLASIFICA
518,54,0604,G30,ENFERMEDAD DE ALZHEIMER
519,54,0604,G31,"OTRAS ENFERMEDADES DEGENERATIVAS DEL SISTEMA NERVIOSO, NO CLASIFICADAS"
520,54,0604,G32,OTROS TRASTORNOS DEGENERATIVOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CL
521,55,0605,G35,ESCLEROSIS MULTIPLE
522,55,0605,G36,OTRAS DESMIELINIZACIONES DISEMINADAS AGUDAS
523,55,0605,G37,OTRAS ENFERMEDADES DESMIELINIZANTES DEL SISTEMA NERVIOSO CENTRAL
524,56,0606,G40,EPILEPSIA
525,56,0606,G41,ESTADO DE MAL EPILEPTICO
526,56,0606,G43,MIGRAÑA
527,56,0606,G44,OTROS SINDROMES DE CEFALEA
528,56,0606,G45,ATAQUES DE ISQUEMIA CEREBRAL TRANSITORIA Y SINDROMES AFINES
529,56,0606,G46,SINDROMES VASCULARES ENCEFALICOS EN ENFERMEDADES CEREBROVASCULARES (I6
530,56,0606,G47,TRASTORNOS DEL SUEÑO
531,57,0607,G50,TRASTORNOS DEL NERVIO TRIGEMINO
532,57,0607,G51,TRASTORNOS DEL NERVIO FACIAL
533,57,0607,G52,TRASTORNOS DE OTROS NERVIOS CRANEALES
534,57,0607,G53,TRASTORNOS DE LOS NERVIOS CRANEALES EN ENFERMEDADES CLASIFICADAS EN OT
535,57,0607,G54,TRASTORNOS DE LAS RAICES Y DE LOS PLEXOS NERVIOSOS
536,57,0607,G55,COMPRESIONES DE LAS RAICES Y DE LOS PLEXOS NERVIOSOS EN ENFERMEDADES C
537,57,0607,G56,MONONEUROPATIAS DEL MIEMBRO SUPERIOR
538,57,0607,G57,MONONEUROPATIAS DEL MIEMBRO INFERIOR
539,57,0607,G58,OTRAS MONONEUROPATIAS
540,57,0607,G59,MONONEUROPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
541,58,0608,G60,NEUROPATIA HEREDITARIA E IDIOPATICA
542,58,0608,G61,POLINEUROPATIA INFLAMATORIA
543,58,0608,G62,OTRAS POLINEUROPATIAS
544,58,0608,G63,POLINEUROPATIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
545,58,0608,G64,OTROS TRASTORNOS DEL SISTEMA NERVIOSO PERIFERICO
546,59,0609,G70,MIASTENIA GRAVIS Y OTROS TRASTORNOS NEUROMUSCULARES
547,59,0609,G71,TRASTORNOS MUSCULARES PRIMARIOS
548,59,0609,G72,OTRAS MIOPATIAS
549,59,0609,G73,TRASTORNOS DEL MUSCULO Y DE LA UNION NEUROMUSCULAR EN ENFERMEDADES CLA
550,60,0610,G80,PARALISIS CEREBRAL
551,60,0610,G81,HEMIPLEJIA
552,60,0610,G82,PARAPLEJIA Y CUADRIPLEJIA
553,60,0610,G83,OTROS SINDROMES PARALITICOS
554,61,0611,G90,TRASTORNOS DEL SISTEMA NERVIOSO AUTONOMO
555,61,0611,G91,HIDROCEFALO
556,61,0611,G92,ENCEFALOPATIA TOXICA
557,61,0611,G93,OTROS TRASTORNOS DEL ENCEFALO
558,61,0611,G94,OTROS TRASTORNOS DEL ENCEFALO EN ENFERMEDADES CLASIFICADAS EN OTRA PAR
559,61,0611,G95,OTRAS ENFERMEDADES DE LA MEDULA ESPINAL
560,61,0611,G96,OTROS TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL
561,61,0611,G97,"TRASTORNOS DEL SISTEMA NERVIOSO CONSECUTIVOS A PROCEDIMIENTOS, NO CLAS"
562,61,0611,G98,"OTROS TRASTORNOS DEL SISTEMA NERVIOSO, NO CLASIFICADOS EN OTRA PARTE"
563,61,0611,G99,OTROS TRASTORNOS DEL SISTEMA NERVIOSO EN ENFERMEDADES CLASIFICADAS EN
564,62,0701,H00,ORZUELO Y CALACIO
565,62,0701,H01,OTRAS INFLAMACIONES DEL PARPADO
566,62,0701,H02,OTROS TRASTORNOS DE LOS PARPADOS
567,62,0701,H03,TRASTORNOS DEL PARPADO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
568,62,0701,H04,TRASTORNOS DEL APARATO LAGRIMAL
569,62,0701,H05,TRASTORNOS DE LA ORBITA
570,62,0701,H06,TRASTORNOS DEL APARATO LAGRIMAL Y DE LA ORBITA EN ENFERMEDADES CLASIFI
571,63,0702,H10,CONJUNTIVITIS
572,63,0702,H11,OTROS TRASTORNOS DE LA CONJUNTIVA
573,63,0702,H13,TRASTORNOS DE LA CONJUNTIVA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
574,64,0703,H15,TRASTORNOS DE LA ESCLEROTICA
575,64,0703,H16,QUERATITIS
576,64,0703,H17,OPACIDADES Y CICATRICES CORNEALES
577,64,0703,H18,OTROS TRASTORNOS DE LA CORNEA
578,64,0703,H19,TRASTORNOS DE LA ESCLEROTICA Y DE LA CORNEA EN ENFERMEDADES CLASIFICAD
579,64,0703,H20,IRIDOCICLITIS
580,64,0703,H21,OTROS TRASTORNOS DEL IRIS Y DEL CUERPO CILIAR
581,64,0703,H22,TRASTORNOS DEL IRIS Y DEL CUERPO CILIAR EN ENFERMEDADES CLASIFICADAS E
582,65,0704,H25,CATARATA SENIL
583,65,0704,H26,OTRAS CATARATAS
584,65,0704,H27,OTROS TRASTORNOS DEL CRISTALINO
585,65,0704,H28,CATARATA Y OTROS TRASTORNOS DEL CRISTALINO EN ENFERMEDADES CLASIFICADA
586,66,0705,H30,INFLAMACION CORIORRETINIANA
587,66,0705,H31,OTROS TRASTORNOS DE LA COROIDES
588,66,0705,H32,TRASTORNOS CORIORRETINIANOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
589,66,0705,H33,DESPRENDIMIENTO Y DESGARRO DE LA RETINA
590,66,0705,H34,OCLUSION VASCULAR DE LA RETINA
591,66,0705,H35,OTROS TRASTORNOS DE LA RETINA
592,66,0705,H36,TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
593,67,0706,H40,GLAUCOMA
594,67,0706,H42,GLAUCOMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
595,68,0707,H43,TRASTORNOS DEL CUERPO VITREO
596,68,0707,H44,TRASTORNOS DEL GLOBO OCULAR
597,68,0707,H45,TRASTORNOS DEL CUERPO VITREO Y DEL GLOBO OCULAR EN ENFERMEDADES CLASIF
598,69,0708,H46,NEURITIS OPTICA
599,69,0708,H47,OTROS TRASTORNOS DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS
600,69,0708,H48,TRASTORNOS DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS EN ENFERME
601,70,0709,H49,ESTRABISMO PARALITICO
602,70,0709,H50,OTROS ESTRABISMOS
603,70,0709,H51,OTROS TRASTORNOS DE LOS MOVIMIENTOS BINOCULARES
604,70,0709,H52,TRASTORNOS DE LA ACOMODACION Y DE LA REFRACCION
605,71,0710,H53,ALTERACIONES DE LA VISION
606,71,0710,H54,"DISCAPACIDAD VISUAL, INCLUSIVE CEGUERA (BINOCULAR O MONOCULAR)"
607,72,0711,H55,NISTAGMO Y OTROS MOVIMIENTOS OCULARES IRREGULARES
608,72,0711,H57,OTROS TRASTORNOS DEL OJO Y SUS ANEXOS
609,72,0711,H58,OTROS TRASTORNOS DEL OJO Y SUS ANEXOS EN ENFERMEDADES CLASIFICADAS EN
610,72,0711,H59,"TRASTORNOS DEL OJO Y SUS ANEXOS CONSECUTIVOS A PROCEDIMIENTOS, NO CLAS"
611,73,0801,H60,OTITIS EXTERNA
612,73,0801,H61,OTROS TRASTORNOS DEL OIDO EXTERNO
613,73,0801,H62,TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
614,74,0802,H65,OTITIS MEDIA NO SUPURATIVA
615,74,0802,H66,OTITIS MEDIA SUPURATIVA Y LA NO ESPECIFICADA
616,74,0802,H67,OTITIS MEDIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
617,74,0802,H68,INFLAMACION Y OBSTRUCCION DE LA TROMPA DE EUSTAQUIO
618,74,0802,H69,OTROS TRASTORNOS DE LA TROMPA DE EUSTAQUIO
619,74,0802,H70,MASTOIDITIS Y AFECCIONES RELACIONADAS
620,74,0802,H71,COLESTEATOMA DEL OIDO MEDIO
621,74,0802,H72,PERFORACION DE LA MEMBRANA TIMPANICA
622,74,0802,H73,OTROS TRASTORNOS DE LA MEMBRANA TIMPANICA
623,74,0802,H74,OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES
624,74,0802,H75,OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES EN ENFERMED
625,75,0803,H80,OTOSCLEROSIS
626,75,0803,H81,TRASTORNOS DE LA FUNCION VESTIBULAR
627,75,0803,H82,SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
628,75,0803,H83,OTROS TRASTORNOS DEL OIDO INTERNO
629,76,0804,H90,HIPOACUSIA CONDUCTIVA Y NEUROSENSORIAL
630,76,0804,H91,OTRAS HIPOACUSIAS
631,76,0804,H92,OTALGIA Y SECRECION DEL OIDO
632,76,0804,H93,"OTROS TRASTORNOS DEL OIDO, NO CLASIFICADOS EN OTRA PARTE"
633,76,0804,H94,OTROS TRASTORNOS DEL OIDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
634,76,0804,H95,TRASTORNOS DEL OIDO Y DE LA APOFISIS MASTOIDES CONSECUTIVOS A PROCEDIM
635,77,0901,I00,FIEBRE REUMATICA SIN MENCION DE COMPLICACION CARDIACA
636,77,0901,I01,FIEBRE REUMATICA CON COMPLICACION CARDIACA
637,77,0901,I02,COREA REUMATICA
638,78,0902,I05,ENFERMEDADES REUMATICAS DE LA VALVULA MITRAL
639,78,0902,I06,ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA
640,78,0902,I07,ENFERMEDADES REUMATICAS DE LA VALVULA TRICUSPIDE
641,78,0902,I08,ENFERMEDADES VALVULARES MULTIPLES
642,78,0902,I09,OTRAS ENFERMEDADES REUMATICAS DEL CORAZON
643,79,0903,I10,HIPERTENSION ESENCIAL (PRIMARIA)
644,79,0903,I11,ENFERMEDAD CARDIACA HIPERTENSIVA
645,79,0903,I12,ENFERMEDAD RENAL HIPERTENSIVA
646,79,0903,I13,ENFERMEDAD CARDIORRENAL HIPERTENSIVA
647,79,0903,I15,HIPERTENSION SECUNDARIA
648,80,0904,I20,ANGINA DE PECHO
649,80,0904,I21,INFARTO AGUDO DEL MIOCARDIO
650,80,0904,I22,INFARTO SUBSECUENTE DEL MIOCARDIO
651,80,0904,I23,CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOC
652,80,0904,I24,OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON
653,80,0904,I25,ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON
654,81,0905,I26,EMBOLIA PULMONAR
655,81,0905,I27,OTRAS ENFERMEDADES CARDIOPULMONARES
656,81,0905,I28,OTRAS ENFERMEDADES DE LOS VASOS PULMONARES
657,82,0906,I30,PERICARDITIS AGUDA
658,82,0906,I31,OTRAS ENFERMEDADES DEL PERICARDIO
659,82,0906,I32,PERICARDITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
660,82,0906,I33,ENDOCARDITIS AGUDA Y SUBAGUDA
661,82,0906,I34,TRASTORNOS NO REUMATICOS DE LA VALVULA MITRAL
662,82,0906,I35,TRASTORNOS NO REUMATICOS DE LA VALVULA AORTICA
663,82,0906,I36,TRASTORNOS NO REUMATICOS DE LA VALVULA TRICUSPIDE
664,82,0906,I37,TRASTORNOS DE LA VALVULA PULMONAR
665,82,0906,I38,"ENDOCARDITIS, VALVULA NO ESPECIFICADA"
666,82,0906,I39,ENDOCARDITIS Y TRASTORNOS VALVULARES EN ENFERMEDADES CLASIFICADAS EN O
667,82,0906,I40,MIOCARDITIS AGUDA
668,82,0906,I41,MIOCARDITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
669,82,0906,I42,CARDIOMIOPATIA
670,82,0906,I43,CARDIOMIOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
671,82,0906,I44,BLOQUEO AURICULOVENTRICULAR Y DE RAMA IZQUIERDA DEL HAZ
672,82,0906,I45,OTROS TRASTORNOS DE LA CONDUCCION
673,82,0906,I46,PARO CARDIACO
674,82,0906,I47,TAQUICARDIA PAROXISTICA
675,82,0906,I48,FIBRILACION Y ALETEO AURICULAR
676,82,0906,I49,OTRAS ARRITMIAS CARDIACAS
677,82,0906,I50,INSUFICIENCIA CARDIACA
678,82,0906,I51,COMPLICACIONES Y DESCRIPCIONES MAL DEFINIDAS DE ENFERMEDAD CARDIACA
679,82,0906,I52,OTROS TRASTORNOS CARDIACOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
680,83,0907,I60,HEMORRAGIA SUBARACNOIDEA
681,83,0907,I61,HEMORRAGIA INTRAENCEFALICA
682,83,0907,I62,OTRAS HEMORRAGIAS INTRACRANEALES NO TRAUMATICAS
683,83,0907,I63,INFARTO CEREBRAL
684,83,0907,I64,"ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO"
685,83,0907,I65,OCLUSION Y ESTENOSIS DE LAS ARTERIAS PRECEREBRALES SIN OCASIONAR INFAR
686,83,0907,I66,OCLUSION Y ESTENOSIS DE LAS ARTERIAS CEREBRALES SIN OCASIONAR INFARTO
687,83,0907,I67,OTRAS ENFERMEDADES CEREBROVASCULARES
688,83,0907,I68,TRASTORNOS CEREBROVASCULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PART
689,83,0907,I69,SECUELAS DE ENFERMEDAD CEREBROVASCULAR
690,84,0908,I70,ATEROSCLEROSIS
691,84,0908,I71,ANEURISMA Y DISECCION AORTICOS
692,84,0908,I72,OTROS ANEURISMAS Y DISECCIONES
693,84,0908,I73,OTRAS ENFERMEDADES VASCULARES PERIFERICAS
694,84,0908,I74,EMBOLIA Y TROMBOSIS ARTERIALES
